bloque,variedad,siembra,cv
64.0,Tara,2021-10-12,72
64.0,Tara,2021-10-12,72
64.0,Tara,2021-10-12,72
42.0,Melrose,2021-10-12,67
42.0,Brazuca,2021-10-12,71
64.0,Tara,2021-10-12,72
42.0,Paintball Sunny,2021-10-12,45
42.0,Paintball Sunny,2021-10-12,72
42.0,Brazuca,2021-10-12,45
42.0,Dotty Pink,2021-10-12,70
42.0,Paintball Sunny,2021-10-12,72
64.0,Isabella,2021-10-12,76
42.0,Dotty Pink,2021-10-12,67
42.0,Melrose,2021-10-12,65
64.0,Isabella,2021-10-12,76
64.0,Isabella,2021-10-12,76
42.0,Brazuca,2021-10-12,72
42.0,Candy Crush Mint,2021-10-12,60
42.0,Brazuca,2021-10-12,70
42.0,Paintball Sunny,2021-10-12,72
45.0,Lucy,2021-10-12,59
42.0,Candy Crush Yellow,2021-10-12,63
64.0,Chelsea,2021-10-12,76
64.0,Chelsea,2021-10-12,76
64.0,Chelsea,2021-10-12,76
64.0,Tara,2021-10-12,72
64.0,Tara,2021-10-12,71
64.0,Tara,2021-10-12,71
42.0,Paintball Sunny,2021-10-12,75
64.0,Tara,2021-10-12,72
42.0,Maisy,2021-10-13,69
64.0,Purple Monarch,2021-10-13,74
24.0,Potomac Early Pink,2021-10-13,55
64.0,Tara,2021-10-13,71
64.0,Tara,2021-10-13,71
64.0,Tara,2021-10-13,71
64.0,Tara,2021-10-13,71
64.0,Chelsea,2021-10-13,75
24.0,Potomac Early Pink,2021-10-13,55
64.0,Tara,2021-10-13,65
49.0,Felina,2021-10-13,68
64.0,Tara,2021-10-13,73
64.0,Tara,2021-10-13,75
64.0,Tara,2021-10-13,73
49.0,Zumba,2021-10-13,68
49.0,Felina,2021-10-13,68
64.0,Tara,2021-10-13,73
24.0,Potomac Crimson,2021-10-13,64
64.0,Tara,2021-10-13,71
64.0,Purple Monarch,2021-10-13,75
49.0,Airbrush,2021-10-13,62
64.0,Tara,2021-10-13,71
49.0,Trissia,2021-10-13,68
49.0,Mark Twain,2021-10-13,74
42.0,Brazilian,2021-10-13,65
64.0,Tara,2021-10-13,71
42.0,Airbrush,2021-10-13,66
64.0,Chelsea,2021-10-13,75
64.0,Tara,2021-10-13,72
24.0,Potomac Early White,2021-10-13,49
42.0,Felina,2021-10-13,68
42.0,Felina,2021-10-13,69
64.0,Tara,2021-10-13,72
49.0,Paintball Sunny,2021-10-13,72
64.0,Tara,2021-10-13,75
42.0,Soleado,2021-10-13,59
64.0,Chelsea,2021-10-13,75
24.0,Potomac Early Pink,2021-10-13,58
24.0,Potomac Early Yellow,2021-10-13,55
42.0,Soleado,2021-10-13,59
64.0,Chelsea,2021-10-13,75
24.0,Potomac Early Rosse,2021-10-13,62
42.0,Candy Crush White,2021-10-13,61
49.0,Paintball Sunny,2021-10-13,74
64.0,Tara,2021-10-13,71
42.0,Can Can,2021-10-13,70
49.0,Alma,2021-10-13,65
42.0,Brazilian,2021-10-13,68
42.0,Brazilian,2021-10-13,62
49.0,Alma,2021-10-13,68
42.0,Dotty Pink,2021-10-14,67
64.0,Chelsea,2021-10-14,77
29.0,Paintball Sunny,2021-10-14,71
64.0,Chelsea,2021-10-14,77
64.0,Tara,2021-10-14,74
29.0,Mont Blanc,2021-10-14,68
29.0,Mont Blanc,2021-10-14,68
64.0,Chelsea,2021-10-14,75
64.0,Tara,2021-10-14,74
64.0,Tara,2021-10-14,74
24.0,Potomac Early White,2021-10-14,50
64.0,Tara,2021-10-14,75
42.0,Candy Crush White,2021-10-14,63
42.0,Candy Crush White,2021-10-14,61
42.0,Candy Crush Purple,2021-10-14,61
42.0,Candy Crush Purple,2021-10-14,61
64.0,Canis Gold,2021-10-14,69
42.0,Candy Crush Mint,2021-10-14,60
24.0,Potomac Early White,2021-10-14,51
24.0,Potomac Early White,2021-10-14,50
49.0,Trissia,2021-10-14,68
64.0,Tara,2021-10-14,74
42.0,Candy Crush Yellow,2021-10-14,68
64.0,Chelsea,2021-10-14,76
64.0,Chelsea,2021-10-14,76
49.0,Trissia,2021-10-14,68
64.0,Tara,2021-10-14,74
64.0,Tara,2021-10-14,71
64.0,Tara,2021-10-14,74
49.0,Airbrush,2021-10-14,63
64.0,Tara,2021-10-14,75
64.0,Purple Monarch,2021-10-14,74
64.0,Tara,2021-10-14,74
64.0,Purple Monarch,2021-10-14,74
64.0,Tara,2021-10-14,74
64.0,Purple Monarch,2021-10-14,74
29.0,Alma,2021-10-14,65
29.0,Alma,2021-10-14,65
42.0,Alma,2021-10-14,67
64.0,Tara,2021-10-14,75
24.0,Potomac Early Orange,2021-10-14,46
64.0,Tara,2021-10-14,75
64.0,Chelsea,2021-10-14,75
64.0,Tara,2021-10-14,75
64.0,Chelsea,2021-10-14,75
29.0,Alma,2021-10-14,64
64.0,Tara,2021-10-14,75
29.0,Whatsapp,2021-10-15,74
29.0,Paintball Sunny,2021-10-15,71
49.0,Uvita,2021-10-15,68
29.0,Can Can,2021-10-15,69
29.0,Veronica,2021-10-15,63
64.0,Purple Monarch,2021-10-15,74
64.0,Purple Monarch,2021-10-15,74
29.0,Mont Blanc,2021-10-15,67
29.0,Can Can,2021-10-15,68
29.0,Whatsapp,2021-10-15,74
24.0,Potomac Early White,2021-10-15,49
64.0,Tara,2021-10-15,73
24.0,Potomac Early Pink,2021-10-15,56
64.0,Tara,2021-10-15,74
29.0,Whatsapp,2021-10-15,77
24.0,Potomac Early White,2021-10-15,56
64.0,Tara,2021-10-15,74
64.0,Tara,2021-10-15,74
64.0,Tara,2021-10-15,74
24.0,Potomac Early White,2021-10-15,49
64.0,Tara,2021-10-15,74
64.0,Tara,2021-10-15,74
24.0,Potomac Early White,2021-10-15,48
49.0,Felina,2021-10-15,66
64.0,Purple Monarch,2021-10-15,74
29.0,Paintball Sunny,2021-10-15,71
49.0,Aneto,2021-10-15,62
64.0,Chelsea,2021-10-15,75
64.0,Chelsea,2021-10-15,75
64.0,Chelsea,2021-10-15,75
64.0,Chelsea,2021-10-15,75
29.0,Paintball Sunny,2021-10-15,73
29.0,Zumba,2021-10-15,69
64.0,Chelsea,2021-10-15,75
64.0,Purple Monarch,2021-10-15,75
29.0,Whatsapp,2021-10-15,74
64.0,Purple Monarch,2021-10-15,75
29.0,Paintball Sunny,2021-10-15,71
64.0,Tara,2021-10-15,74
64.0,Tara,2021-10-15,74
29.0,Whatsapp,2021-10-15,74
29.0,Alma,2021-10-15,67
29.0,Paintball Sunny,2021-10-15,70
29.0,Alma,2021-10-15,64
29.0,Alma,2021-10-15,66
29.0,Aquarel Pink,2021-10-15,66
29.0,Aquarel Pink,2021-10-15,63
29.0,Maisy,2021-10-15,69
42.0,Aneto,2021-10-15,64
64.0,Tara,2021-10-15,74
29.0,Alemani,2021-10-16,66
29.0,Botani,2021-10-16,66
24.0,Potomac Early White,2021-10-16,47
29.0,Skylie,2021-10-16,63
24.0,Potomac Early Pink,2021-10-16,55
24.0,Potomac Crimson,2021-10-16,62
29.0,Skylie,2021-10-16,63
64.0,Tara,2021-10-19,72
64.0,Tara,2021-10-19,72
29.0,Felina,2021-10-19,66
29.0,Felina,2021-10-19,66
29.0,Felina,2021-10-19,66
30.0,Delirock Pink,2021-10-19,70
29.0,Champagne Yellow,2021-10-19,69
30.0,Delirock Pink,2021-10-19,69
64.0,Tara,2021-10-19,72
29.0,Aquarel Pink,2021-10-19,63
24.0,Potomac Early Yellow,2021-10-19,56
29.0,Whatsapp,2021-10-19,72
64.0,Tara,2021-10-19,72
24.0,Potomac Early Pink,2021-10-19,56
29.0,Whatsapp,2021-10-19,72
64.0,Tara,2021-10-19,72
29.0,Airbrush,2021-10-19,64
29.0,Aneto,2021-10-19,64
29.0,Aneto,2021-10-19,64
30.0,Sweet Dreams,2021-10-19,71
29.0,Brazilian,2021-10-19,66
64.0,Tara,2021-10-19,72
29.0,Brazilian,2021-10-19,67
29.0,Aneto,2021-10-19,65
64.0,Tara,2021-10-19,72
30.0,Delirock,2021-10-19,72
64.0,Tara,2021-10-19,72
24.0,Potomac Early White,2021-10-19,46
24.0,Potomac Early White,2021-10-19,56
29.0,Maisy,2021-10-19,69
29.0,Airbrush,2021-10-19,63
33.0,Chelsea,2021-10-19,75
64.0,Tara,2021-10-19,72
33.0,Chelsea,2021-10-19,75
64.0,Purple Monarch,2021-10-19,70
64.0,Purple Monarch,2021-10-19,72
30.0,Brazuca,2021-10-19,72
30.0,Alma,2021-10-19,66
29.0,Veronica,2021-10-19,63
30.0,Paintball Sunny,2021-10-19,72
24.0,Potomac Early White,2021-10-19,49
29.0,Whatsapp,2021-10-19,76
30.0,Alma,2021-10-19,66
29.0,Whatsapp,2021-10-19,76
64.0,Tara,2021-10-19,71
24.0,Potomac Early Orange,2021-10-19,49
30.0,Paintball Sunny,2021-10-19,72
33.0,Chelsea,2021-10-19,75
29.0,Whatsapp,2021-10-19,76
64.0,Tara,2021-10-19,72
30.0,Alma,2021-10-19,65
24.0,Potomac Early White,2021-10-19,48
24.0,Potomac Early White,2021-10-19,49
33.0,Chelsea,2021-10-19,75
64.0,Tara,2021-10-19,72
64.0,Tara,2021-10-19,71
29.0,Soleado,2021-10-19,60
29.0,Skylie,2021-10-19,63
29.0,Can Can,2021-10-19,69
64.0,Tara,2021-10-19,72
29.0,Can Can,2021-10-19,69
29.0,Can Can,2021-10-19,69
29.0,Soleado,2021-10-19,60
29.0,Brazilian,2021-10-19,69
29.0,Brazilian,2021-10-19,66
29.0,Can Can,2021-10-19,69
29.0,Trissia,2021-10-19,69
30.0,Candy Crush Purple,2021-10-20,63
30.0,Candy Crush Purple,2021-10-20,63
24.0,Potomac Crimson,2021-10-20,63
24.0,Potomac Early White,2021-10-20,48
30.0,Katy,2021-10-20,55
30.0,Alma,2021-10-20,65
30.0,Alma,2021-10-20,66
30.0,Alma,2021-10-20,66
30.0,Lucy,2021-10-20,55
30.0,Candy Crush White,2021-10-20,62
24.0,Potomac Early White,2021-10-20,48
30.0,Alma,2021-10-20,65
64.0,Tara,2021-10-20,72
64.0,Purple Monarch,2021-10-20,76
30.0,Zumba,2021-10-20,68
30.0,Paintball Sunny,2021-10-20,72
30.0,Champagne Yellow,2021-10-20,68
30.0,Paintball Sunny,2021-10-20,72
64.0,Purple Monarch,2021-10-20,76
64.0,Purple Monarch,2021-10-20,76
30.0,Dotty Pink,2021-10-20,65
30.0,Dotty Pink,2021-10-20,65
30.0,Zumba,2021-10-20,68
30.0,Brazuca,2021-10-20,70
30.0,Brazuca,2021-10-20,71
30.0,Paintball Sunny,2021-10-20,75
30.0,Candy Crush White,2021-10-20,62
64.0,Tara,2021-10-20,72
30.0,Candy Crush Yellow,2021-10-20,68
30.0,Candy Crush Yellow,2021-10-20,67
30.0,Candy Crush Yellow,2021-10-20,68
30.0,Delirock Pink,2021-10-20,70
64.0,Tara,2021-10-20,70
30.0,Felina,2021-10-20,65
64.0,Tara,2021-10-20,70
64.0,Tara,2021-10-20,71
64.0,Tara,2021-10-20,72
64.0,Tara,2021-10-20,70
64.0,Tara,2021-10-20,74
64.0,Tara,2021-10-20,70
64.0,Tara,2021-10-20,72
64.0,Tara,2021-10-20,71
64.0,Tara,2021-10-20,76
64.0,Tara,2021-10-20,72
24.0,Potomac Early White,2021-10-20,47
30.0,Alma,2021-10-20,65
64.0,Tara,2021-10-20,70
30.0,Delirock,2021-10-20,71
33.0,Chelsea,2021-10-20,74
33.0,Chelsea,2021-10-20,74
33.0,Chelsea,2021-10-20,74
33.0,Chelsea,2021-10-20,74
30.0,Candy Crush Yellow,2021-10-20,68
24.0,Potomac Early Yellow,2021-10-20,56
24.0,Potomac Early Yellow,2021-10-20,55
24.0,Potomac Early Pink,2021-10-20,55
24.0,Potomac Early Pink,2021-10-20,55
30.0,Delirock Pink,2021-10-20,70
24.0,Potomac Early Yellow,2021-10-20,55
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,75
24.0,Potomac Early White,2021-10-21,50
42.0,Paintball Sunny,2021-10-21,74
42.0,Brazilian,2021-10-21,67
64.0,Tara,2021-10-21,75
42.0,Felina,2021-10-21,66
42.0,Alma,2021-10-21,66
42.0,Mark Twain,2021-10-21,79
24.0,Potomac Early White,2021-10-21,50
42.0,Paintball Sunny,2021-10-21,71
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,75
24.0,Potomac Early White,2021-10-21,46
64.0,Tara,2021-10-21,71
42.0,Mark Twain,2021-10-21,74
24.0,Potomac Early White,2021-10-21,50
24.0,Potomac Early White,2021-10-21,50
42.0,Delirock Pink,2021-10-21,67
24.0,Potomac Early White,2021-10-21,50
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,75
64.0,Tara,2021-10-21,71
42.0,Felina,2021-10-21,66
24.0,Potomac Early White,2021-10-21,50
64.0,Tara,2021-10-21,71
42.0,Alma,2021-10-21,64
64.0,Tara,2021-10-21,75
42.0,Brazilian,2021-10-21,68
42.0,Alma,2021-10-21,66
42.0,Alma,2021-10-21,64
42.0,Alma,2021-10-21,66
42.0,Paintball Sunny,2021-10-21,74
42.0,Paintball Sunny,2021-10-21,74
42.0,Paintball Sunny,2021-10-21,74
42.0,Alma,2021-10-21,66
42.0,Alma,2021-10-21,66
30.0,Maisy,2021-10-21,74
33.0,Chelsea,2021-10-21,76
33.0,Chelsea,2021-10-21,76
30.0,Paintball Sunny,2021-10-21,74
33.0,Chelsea,2021-10-21,76
33.0,Chelsea,2021-10-21,76
24.0,Potomac Early White,2021-10-21,47
30.0,Maisy,2021-10-21,70
42.0,Brazilian,2021-10-21,67
42.0,Soleado,2021-10-21,60
30.0,Zumba,2021-10-21,67
42.0,Soleado,2021-10-21,51
42.0,Zumba,2021-10-21,67
42.0,Paintball Sunny,2021-10-21,74
42.0,Mont Blanc,2021-10-21,66
33.0,Isabella,2021-10-21,72
24.0,Potomac Crimson,2021-10-21,63
42.0,Trissia,2021-10-21,64
30.0,Brazuca,2021-10-21,70
30.0,Mark Twain,2021-10-21,76
42.0,Can Can,2021-10-21,67
33.0,Isabella,2021-10-21,72
30.0,Candy Crush Mint,2021-10-22,62
64.0,Tara,2021-10-22,73
30.0,Lucy,2021-10-22,57
64.0,Tara,2021-10-22,73
24.0,Potomac Early Orange,2021-10-22,50
30.0,Molly Yellow,2021-10-22,61
42.0,Airbrush,2021-10-22,63
29.0,Whatsapp,2021-10-22,73
29.0,Whatsapp,2021-10-22,77
29.0,Whatsapp,2021-10-22,75
30.0,Aneto,2021-10-22,69
64.0,Tara,2021-10-22,74
29.0,Whatsapp,2021-10-22,76
64.0,Tara,2021-10-22,74
30.0,Candy Crush White,2021-10-22,62
30.0,Candy Crush White,2021-10-22,62
30.0,Veronica,2021-10-22,62
30.0,Aneto,2021-10-22,63
30.0,Lucy,2021-10-22,57
64.0,Tara,2021-10-22,74
64.0,Tara,2021-10-22,74
64.0,Tara,2021-10-22,70
64.0,Tara,2021-10-22,74
30.0,Whynot,2021-10-22,60
64.0,Tara,2021-10-22,70
64.0,Tara,2021-10-22,74
33.0,Chelsea,2021-10-22,76
64.0,Tara,2021-10-22,74
33.0,Chelsea,2021-10-22,76
42.0,Skylie,2021-10-22,63
33.0,Chelsea,2021-10-22,76
33.0,Purple Monarch,2021-10-22,71
33.0,Purple Monarch,2021-10-22,71
33.0,Purple Monarch,2021-10-22,71
33.0,Purple Monarch,2021-10-22,71
33.0,Purple Monarch,2021-10-22,73
30.0,Katy,2021-10-22,53
29.0,Mont Blanc,2021-10-22,64
30.0,Katy,2021-10-22,55
33.0,Chelsea,2021-10-22,76
42.0,Aneto,2021-10-22,63
64.0,Tara,2021-10-22,73
64.0,Tara,2021-10-22,74
64.0,Tara,2021-10-22,74
33.0,Isabella,2021-10-22,73
30.0,Katy,2021-10-22,53
30.0,Candy Crush Purple,2021-10-22,62
64.0,Tara,2021-10-22,74
33.0,Chelsea,2021-10-22,76
24.0,Potomac Early Yellow,2021-10-22,54
24.0,Potomac Early Pink,2021-10-22,55
30.0,Dotty Pink,2021-10-22,66
30.0,Dotty Pink,2021-10-22,67
24.0,Potomac Early Pink,2021-10-22,55
30.0,Can Can,2021-10-22,69
30.0,Candy Crush Mint,2021-10-22,61
33.0,Purple Monarch,2021-10-22,73
64.0,Tara,2021-10-22,74
42.0,Trissia,2021-10-22,66
33.0,Chelsea,2021-10-22,76
29.0,Champagne Yellow,2021-10-23,68
64.0,Tara,2021-10-23,72
30.0,Mark Twain,2021-10-23,74
64.0,Tara,2021-10-23,72
64.0,Tara,2021-10-23,72
29.0,Paintball Sunny,2021-10-23,74
30.0,Top Dollar,2021-10-23,65
29.0,Alma,2021-10-23,65
24.0,Potomac Early White,2021-10-23,49
29.0,Champagne Yellow,2021-10-23,68
64.0,Tara,2021-10-23,73
30.0,Paintball Sunny,2021-10-23,74
64.0,Tara,2021-10-23,74
29.0,Alma,2021-10-23,68
64.0,Tara,2021-10-23,74
29.0,Whatsapp,2021-10-23,73
64.0,Tara,2021-10-23,72
29.0,Paintball Sunny,2021-10-23,73
29.0,Alma,2021-10-23,65
33.0,Chelsea,2021-10-23,76
33.0,Chelsea,2021-10-23,75
29.0,Paintball Sunny,2021-10-23,72
29.0,Paintball Sunny,2021-10-23,71
64.0,Tara,2021-10-23,74
24.0,Potomac Crimson,2021-10-23,54
64.0,Tara,2021-10-23,74
64.0,Tara,2021-10-23,74
29.0,Paintball Sunny,2021-10-23,71
64.0,Tara,2021-10-23,74
19.0,Brazuca,2021-10-25,71
19.0,Paintball Sunny,2021-10-25,73
19.0,Champagne Yellow,2021-10-25,71
19.0,Champagne Yellow,2021-10-25,71
49.0,Delirock,2021-10-25,72
24.0,Potomac Early White,2021-10-25,50
49.0,Veronica,2021-10-25,59
19.0,Paintball Sunny,2021-10-25,73
19.0,Paintball Sunny,2021-10-25,73
19.0,Paintball Sunny,2021-10-25,73
49.0,Airbrush,2021-10-25,64
20.0,Tara,2021-10-25,70
23.0,Potomac Early Pink,2021-10-25,52
33.0,Chelsea,2021-10-25,77
19.0,Paintball Sunny,2021-10-25,73
64.0,Tara,2021-10-25,72
19.0,Champagne Yellow,2021-10-25,71
64.0,Tara,2021-10-25,67
19.0,Champagne Yellow,2021-10-25,69
19.0,Maisy,2021-10-25,70
20.0,Tara,2021-10-25,67
49.0,Aquarel Pink,2021-10-25,62
20.0,Tara,2021-10-25,73
20.0,Tara,2021-10-25,73
49.0,Brazilian,2021-10-25,71
20.0,Tara,2021-10-25,73
49.0,Soleado,2021-10-25,59
20.0,Tara,2021-10-25,73
49.0,Brazilian,2021-10-25,70
24.0,Potomac Early White,2021-10-25,49
64.0,Tara,2021-10-25,72
49.0,Can Can,2021-10-25,71
19.0,Zumba,2021-10-25,69
49.0,Creme Brulee,2021-10-25,73
49.0,Can Can,2021-10-25,71
23.0,Potomac Early Yellow,2021-10-25,52
20.0,Tara,2021-10-25,70
19.0,Paintball Sunny,2021-10-25,73
19.0,Alma,2021-10-25,66
19.0,Alma,2021-10-25,66
19.0,Alma,2021-10-25,65
20.0,Tara,2021-10-25,73
64.0,Tara,2021-10-25,67
19.0,Alma,2021-10-25,65
19.0,Alma,2021-10-25,65
19.0,Alma,2021-10-25,66
64.0,Tara,2021-10-25,67
64.0,Tara,2021-10-25,72
64.0,Tara,2021-10-25,72
24.0,Potomac Early White,2021-10-25,50
20.0,Tara,2021-10-25,73
19.0,Paintball Sunny,2021-10-25,74
33.0,Purple Monarch,2021-10-25,73
49.0,Champagne Yellow,2021-10-25,72
19.0,Brazuca,2021-10-25,71
19.0,Champagne Yellow,2021-10-25,71
33.0,Isabella,2021-10-25,86
33.0,Isabella,2021-10-25,78
19.0,Paintball Sunny,2021-10-25,73
23.0,Potomac Early Yellow,2021-10-25,54
33.0,Chelsea,2021-10-25,77
33.0,Chelsea,2021-10-25,77
33.0,Chelsea,2021-10-25,77
19.0,Maisy,2021-10-25,70
19.0,Paintball Sunny,2021-10-25,73
49.0,Melrose,2021-10-25,66
19.0,Alma,2021-10-25,65
23.0,Potomac Crimson,2021-10-25,59
19.0,Brazuca,2021-10-25,71
23.0,Potomac Crimson,2021-10-25,54
23.0,Potomac Early White,2021-10-25,50
23.0,Potomac Early Rosse,2021-10-25,56
64.0,Tara,2021-10-25,70
64.0,Tara,2021-10-25,72
33.0,Chelsea,2021-10-26,76
19.0,Soleado,2021-10-26,61
20.0,Tara,2021-10-26,72
19.0,Molly Purple,2021-10-26,59
33.0,Chelsea,2021-10-26,76
23.0,Potomac Crimson,2021-10-26,58
33.0,Chelsea,2021-10-26,76
19.0,Dotty Pink,2021-10-26,70
19.0,Soleado,2021-10-26,61
33.0,Purple Monarch,2021-10-26,72
20.0,Tara,2021-10-26,74
19.0,Felina,2021-10-26,68
19.0,Brazilian,2021-10-26,68
19.0,Felina,2021-10-26,68
19.0,Dotty Pink,2021-10-26,65
23.0,Potomac Early White,2021-10-26,49
33.0,Purple Monarch,2021-10-26,72
23.0,Potomac Early White,2021-10-26,49
20.0,Tara,2021-10-26,72
19.0,Can Can,2021-10-26,69
19.0,Skylie,2021-10-26,63
19.0,Brazilian,2021-10-26,70
19.0,Whatsapp,2021-10-26,76
19.0,Candy Crush Purple,2021-10-26,63
19.0,Brazilian,2021-10-26,68
19.0,Veronica,2021-10-26,62
20.0,Tara,2021-10-26,73
20.0,Tara,2021-10-26,74
19.0,Brazilian,2021-10-26,68
19.0,Can Can,2021-10-26,68
20.0,Tara,2021-10-26,74
19.0,Brazilian,2021-10-26,72
20.0,Tara,2021-10-26,74
23.0,Potomac Early White,2021-10-26,49
19.0,Lucy,2021-10-26,57
19.0,Can Can,2021-10-26,69
24.0,Potomac Early Pink,2021-10-26,56
19.0,Can Can,2021-10-26,72
31.0,Purple Monarch,2021-10-26,77
20.0,Tara,2021-10-26,73
20.0,Tara,2021-10-26,73
19.0,Can Can,2021-10-26,69
20.0,Tara,2021-10-26,73
19.0,Candy Crush Mint,2021-10-26,62
31.0,Purple Monarch,2021-10-26,77
24.0,Potomac Early Pink,2021-10-26,58
33.0,Chelsea,2021-10-26,76
19.0,Brazilian,2021-10-26,68
24.0,Potomac Early Pink,2021-10-26,56
24.0,Potomac Early Yellow,2021-10-26,51
19.0,Aneto,2021-10-26,63
19.0,Can Can,2021-10-26,69
19.0,Soleado,2021-10-26,62
19.0,Candy Crush White,2021-10-26,63
20.0,Tara,2021-10-26,72
19.0,Candy Crush Yellow,2021-10-26,70
19.0,Candy Crush Yellow,2021-10-26,68
20.0,Tara,2021-10-26,72
20.0,Tara,2021-10-26,73
19.0,Candy Crush White,2021-10-26,63
20.0,Tara,2021-10-26,72
20.0,Tara,2021-10-26,69
20.0,Tara,2021-10-26,72
20.0,Tara,2021-10-26,72
19.0,Aneto,2021-10-26,65
20.0,Tara,2021-10-26,72
20.0,Tara,2021-10-26,73
19.0,Maisy,2021-10-27,69
19.0,Whatsapp,2021-10-27,73
19.0,Whatsapp,2021-10-27,76
19.0,Whatsapp,2021-10-27,76
20.0,Tara,2021-10-27,71
23.0,Potomac Early Rosse,2021-10-27,54
23.0,Potomac Crimson,2021-10-27,61
23.0,Potomac Crimson,2021-10-27,60
20.0,Tara,2021-10-27,72
30.0,Skylie,2021-10-27,62
19.0,Aneto,2021-10-27,63
30.0,Trissia,2021-10-27,68
23.0,Potomac Crimson,2021-10-27,63
19.0,Delirock Pink,2021-10-27,71
33.0,Chelsea,2021-10-27,76
20.0,Tara,2021-10-27,68
20.0,Tara,2021-10-27,72
23.0,Potomac Early White,2021-10-27,48
19.0,Champagne Yellow,2021-10-27,70
31.0,Purple Monarch,2021-10-27,75
23.0,Potomac Early White,2021-10-27,48
23.0,Potomac Early Rosse,2021-10-27,56
20.0,Tara,2021-10-27,72
30.0,Soleado,2021-10-27,58
30.0,Brazilian,2021-10-27,69
20.0,Tara,2021-10-27,72
20.0,Canis Gold,2021-10-27,76
31.0,Chelsea,2021-10-27,77
19.0,Mont Blanc,2021-10-27,67
20.0,Tara,2021-10-27,71
30.0,Skylie,2021-10-27,64
33.0,Chelsea,2021-10-27,75
19.0,Alma,2021-10-27,64
19.0,Mark Twain,2021-10-27,76
30.0,Whatsapp,2021-10-27,75
30.0,Whatsapp,2021-10-27,75
19.0,Champagne Yellow,2021-10-27,69
20.0,Tara,2021-10-27,72
20.0,Tara,2021-10-27,73
19.0,Mark Twain,2021-10-27,76
20.0,Tara,2021-10-27,73
19.0,Brazuca,2021-10-27,70
20.0,Tara,2021-10-27,72
19.0,Delirock,2021-10-27,71
19.0,Brazuca,2021-10-27,71
23.0,Potomac Early Yellow,2021-10-27,52
31.0,Purple Monarch,2021-10-27,76
19.0,Delirock,2021-10-27,72
20.0,Tara,2021-10-27,72
19.0,Delirock,2021-10-27,70
20.0,Tara,2021-10-27,71
20.0,Tara,2021-10-27,72
19.0,Alma,2021-10-27,66
31.0,Purple Monarch,2021-10-27,75
30.0,Amethyst Dark,2021-10-27,70
31.0,Purple Monarch,2021-10-27,76
23.0,Potomac Early Pink,2021-10-27,52
19.0,Delirock Pink,2021-10-27,70
19.0,Alma,2021-10-27,64
30.0,Felina,2021-10-27,65
20.0,Tara,2021-10-27,72
30.0,Aneto,2021-10-27,64
19.0,Paintball Sunny,2021-10-27,73
20.0,Tara,2021-10-27,76
33.0,Chelsea,2021-10-27,76
31.0,Chelsea,2021-10-28,76
19.0,Paintball Sunny,2021-10-28,72
19.0,Candy Crush Yellow,2021-10-28,68
42.0,Candy Crush Purple,2021-10-28,61
23.0,Potomac Early Pink,2021-10-28,54
19.0,Candy Crush Yellow,2021-10-28,68
19.0,Alma,2021-10-28,67
19.0,Airbrush,2021-10-28,62
19.0,Superb,2021-10-28,59
19.0,Airbrush,2021-10-28,65
19.0,Trissia,2021-10-28,66
31.0,Purple Monarch,2021-10-28,74
19.0,Molly Yellow,2021-10-28,61
19.0,Alma,2021-10-28,66
19.0,Paintball Sunny,2021-10-28,72
19.0,Molly Yellow,2021-10-28,62
19.0,Alma,2021-10-28,66
19.0,Felina,2021-10-28,66
20.0,Tara,2021-10-28,71
20.0,Tara,2021-10-28,72
23.0,Potomac Crimson,2021-10-28,64
19.0,Trissia,2021-10-28,66
19.0,Paintball Sunny,2021-10-28,72
31.0,Chelsea,2021-10-28,76
19.0,Paintball Sunny,2021-10-28,70
19.0,Trissia,2021-10-28,66
31.0,Chelsea,2021-10-28,76
42.0,Katy,2021-10-28,54
19.0,Paintball Sunny,2021-10-28,75
31.0,Chelsea,2021-10-28,76
44.0,Katy,2021-10-28,55
19.0,Paintball Sunny,2021-10-28,72
23.0,Potomac Crimson,2021-10-28,60
31.0,Purple Monarch,2021-10-28,74
19.0,Dotty Pink,2021-10-28,70
19.0,Mark Twain,2021-10-28,75
31.0,Purple Monarch,2021-10-28,74
42.0,Candy Crush Mint,2021-10-28,60
23.0,Potomac Early White,2021-10-28,47
31.0,Purple Monarch,2021-10-28,74
19.0,Veronica,2021-10-28,61
20.0,Tara,2021-10-28,72
20.0,Tara,2021-10-28,74
19.0,Paintball Sunny,2021-10-28,72
20.0,Tara,2021-10-28,74
19.0,Paintball Sunny,2021-10-28,75
23.0,Potomac Early Orange,2021-10-28,50
31.0,Purple Monarch,2021-10-28,74
20.0,Tara,2021-10-28,74
31.0,Purple Monarch,2021-10-28,74
42.0,Candy Crush Mint,2021-10-28,60
20.0,Tara,2021-10-28,74
20.0,Tara,2021-10-28,74
19.0,Aneto,2021-10-28,62
20.0,Tara,2021-10-28,74
19.0,Mark Twain,2021-10-28,75
23.0,Potomac Early White,2021-10-28,48
20.0,Tara,2021-10-28,74
19.0,Aneto,2021-10-28,62
20.0,Tara,2021-10-28,74
20.0,Tara,2021-10-28,72
20.0,Tara,2021-10-28,74
