bloque,variedad,siembra,cv
43.0,Sweet Dreams,2022-06-07,72
49.0,Alma,2022-06-07,67
66.0,Paintball Sunny,2022-06-07,73
66.0,Paintball Sunny,2022-06-07,72
44.0,Tara,2022-06-07,69
49.0,Alma,2022-06-07,67
44.0,Tara,2022-06-07,69
44.0,Tara,2022-06-07,71
49.0,Paintball Sunny,2022-06-07,73
22.0,Potomac Early White,2022-06-07,48
44.0,Tara,2022-06-07,71
49.0,Maisy,2022-06-07,73
49.0,Maisy,2022-06-07,73
49.0,Alma,2022-06-07,67
22.0,Potomac Early White,2022-06-07,48
49.0,Paintball Sunny,2022-06-07,73
49.0,Brazuca,2022-06-07,73
49.0,Brazilian,2022-06-07,70
46.0,Potomac Early Rosse,2022-06-07,55
44.0,Tara,2022-06-07,71
43.0,9625,2022-06-07,66
66.0,Candy Crush Purple,2022-06-07,65
49.0,Champagne Yellow,2022-06-07,73
43.0,9625,2022-06-07,66
49.0,Delirock Pink,2022-06-07,70
49.0,Brazilian,2022-06-07,71
49.0,Brazilian,2022-06-07,71
49.0,Brazilian,2022-06-07,73
49.0,Alma,2022-06-07,67
49.0,Brazilian,2022-06-07,71
44.0,Tara,2022-06-07,71
44.0,Tara,2022-06-07,71
44.0,Tara,2022-06-07,71
43.0,Can Can,2022-06-07,69
49.0,Brazuca,2022-06-07,73
46.0,Potomac Early Rosse,2022-06-07,50
44.0,Tara,2022-06-07,69
44.0,Tara,2022-06-07,71
22.0,Potomac Early Yellow,2022-06-07,50
49.0,Champagne Yellow,2022-06-07,71
22.0,Potomac Early Orange,2022-06-07,48
46.0,Potomac Early Rosse,2022-06-07,55
46.0,Potomac Early Rosse,2022-06-07,50
43.0,Felina,2022-06-07,69
43.0,Felina,2022-06-07,68
43.0,Creme Brulee,2022-06-07,69
22.0,Potomac Early Orange,2022-06-07,48
45.0,Aneto,2022-06-07,65
43.0,Veronica Peach,2022-06-07,64
49.0,Cresta Purple,2022-06-07,70
44.0,Chelsea,2022-06-07,76
44.0,Chelsea,2022-06-07,76
22.0,Potomac Early Yellow,2022-06-07,50
49.0,Colorado Springs,2022-06-07,67
49.0,Zumba,2022-06-07,69
46.0,Potomac Crimson,2022-06-07,59
43.0,Veronica Peach,2022-06-07,66
46.0,Potomac Crimson,2022-06-07,59
44.0,Chelsea,2022-06-07,76
44.0,Chelsea,2022-06-07,74
22.0,Potomac Early White,2022-06-07,48
49.0,Delirock,2022-06-07,73
49.0,Colorado Springs,2022-06-07,67
44.0,Isabella,2022-06-07,74
44.0,Isabella,2022-06-07,76
44.0,Isabella,2022-06-07,76
49.0,Alma,2022-06-07,67
44.0,Tara,2022-06-07,71
22.0,Potomac Early Orange,2022-06-07,48
49.0,Alma,2022-06-07,69
46.0,Potomac Crimson,2022-06-07,62
45.0,Skylie,2022-06-07,65
44.0,Chelsea,2022-06-07,76
22.0,Potomac Early White,2022-06-07,48
43.0,Veronica Peach,2022-06-07,64
46.0,Potomac Crimson,2022-06-07,62
22.0,Potomac Early Pink,2022-06-07,48
22.0,Potomac Early Pink,2022-06-07,48
45.0,Soleado,2022-06-07,62
45.0,Candy Crush Purple,2022-06-08,63
45.0,Maisy,2022-06-08,74
45.0,Dotty Pink,2022-06-08,75
45.0,Candy Crush Purple,2022-06-08,63
45.0,Brazilian,2022-06-08,71
45.0,Brazilian,2022-06-08,70
45.0,Alemani,2022-06-08,68
45.0,Brazuca,2022-06-08,73
22.0,Potomac Early Pink,2022-06-08,52
45.0,Felina,2022-06-08,69
45.0,Felina,2022-06-08,69
22.0,Potomac Early White,2022-06-08,48
44.0,Tara,2022-06-08,70
22.0,Potomac Early White,2022-06-08,48
45.0,Veronica,2022-06-08,64
22.0,Potomac Early White,2022-06-08,47
45.0,Champagne Yellow,2022-06-08,71
45.0,Alemani,2022-06-08,68
44.0,Tara,2022-06-08,70
22.0,Potomac Early White,2022-06-08,47
44.0,Tara,2022-06-08,73
44.0,Tara,2022-06-08,70
44.0,Tara,2022-06-08,70
44.0,Tara,2022-06-08,70
22.0,Potomac Early White,2022-06-08,50
22.0,Potomac Early White,2022-06-08,47
22.0,Potomac Early Pink,2022-06-08,52
45.0,9625,2022-06-08,69
46.0,Potomac Crimson,2022-06-08,61
44.0,Tara,2022-06-08,70
44.0,Tara,2022-06-08,74
46.0,Potomac Crimson,2022-06-08,61
45.0,Alemani,2022-06-08,69
44.0,Tara,2022-06-08,70
45.0,Veronica Peach,2022-06-08,64
22.0,Potomac Early White,2022-06-08,47
44.0,Tara,2022-06-08,70
45.0,Candy Crush Mint,2022-06-08,63
44.0,Chelsea,2022-06-08,75
45.0,Mark Twain,2022-06-08,73
61.0,Veronica Peach,2022-06-08,66
44.0,Tara,2022-06-08,70
44.0,Chelsea,2022-06-08,76
45.0,Melrose,2022-06-08,66
44.0,Tara,2022-06-08,68
61.0,Veronica Peach,2022-06-08,64
45.0,Candy Crush Mint,2022-06-08,62
61.0,Veronica Peach,2022-06-08,64
44.0,Tara,2022-06-08,70
44.0,Tara,2022-06-08,70
22.0,Potomac Early White,2022-06-08,47
45.0,Candy Crush Yellow,2022-06-08,69
45.0,Painter,2022-06-08,69
45.0,Felina,2022-06-08,69
44.0,Tara,2022-06-08,68
44.0,Tara,2022-06-08,70
44.0,Tara,2022-06-08,68
44.0,Tara,2022-06-08,70
44.0,Purple Monarch,2022-06-08,73
45.0,Candy Crush White,2022-06-08,66
44.0,Tara,2022-06-08,70
22.0,Potomac Early White,2022-06-08,47
22.0,Potomac Early White,2022-06-08,47
22.0,Potomac Early White,2022-06-08,50
44.0,Tara,2022-06-08,68
45.0,Dotty Orange,2022-06-08,74
45.0,Can Can,2022-06-08,71
22.0,Potomac Early White,2022-06-08,47
45.0,Candy Crush White,2022-06-08,66
45.0,Valentino,2022-06-09,72
44.0,Tara,2022-06-09,72
22.0,Potomac Early Pink,2022-06-09,47
45.0,Felina,2022-06-09,70
45.0,Veronica Peach,2022-06-09,62
44.0,Tara,2022-06-09,67
44.0,Tara,2022-06-09,67
44.0,Tara,2022-06-09,73
45.0,Brazilian,2022-06-09,70
22.0,Potomac Early Orange,2022-06-09,49
44.0,Tara,2022-06-09,67
44.0,Tara,2022-06-09,73
45.0,Skylie,2022-06-09,68
45.0,Molly Purple,2022-06-09,62
45.0,Aneto,2022-06-09,65
22.0,Potomac Early Pink,2022-06-09,56
22.0,Potomac Early Pink,2022-06-09,56
44.0,Tara,2022-06-09,69
44.0,Tara,2022-06-09,74
22.0,Potomac Early Yellow,2022-06-09,49
22.0,Potomac Early White,2022-06-09,49
45.0,Shortcake,2022-06-09,68
45.0,Amethyst Dark,2022-06-09,69
22.0,Potomac Early Pink,2022-06-09,56
22.0,Potomac Early Pink,2022-06-09,56
22.0,Potomac Early Pink,2022-06-09,56
45.0,Maisy Lime,2022-06-09,70
44.0,Chelsea,2022-06-09,75
22.0,Potomac Early Yellow,2022-06-09,49
45.0,Candy Crush Yellow,2022-06-09,68
22.0,Potomac Early White,2022-06-09,53
22.0,Potomac Early Pink,2022-06-09,47
45.0,Delirock Pink,2022-06-09,72
22.0,Potomac Early Pink,2022-06-09,56
22.0,Potomac Early White,2022-06-09,49
45.0,Botani,2022-06-09,68
44.0,Tara,2022-06-09,70
44.0,Tara,2022-06-09,70
45.0,Candy Crush Red,2022-06-09,68
44.0,Tara,2022-06-09,67
45.0,Molly Yellow,2022-06-09,62
45.0,Uvita,2022-06-09,71
45.0,Trissia,2022-06-09,68
44.0,Tara,2022-06-09,67
45.0,Whatsapp,2022-06-09,91
45.0,Delirock,2022-06-09,73
44.0,Tara,2022-06-09,69
45.0,Veronica Peach,2022-06-09,62
44.0,Tara,2022-06-09,69
44.0,Tara,2022-06-09,69
45.0,Botani,2022-06-09,67
45.0,Botani,2022-06-09,67
44.0,Tara,2022-06-09,70
44.0,Tara,2022-06-09,74
44.0,Tara,2022-06-09,70
45.0,Can Can,2022-06-09,69
45.0,Soleado,2022-06-09,61
44.0,Tara,2022-06-09,70
45.0,Soleado,2022-06-09,61
45.0,Soleado,2022-06-09,61
44.0,Tara,2022-06-09,70
45.0,Lucy,2022-06-09,58
45.0,Alma,2022-06-09,68
45.0,Alma,2022-06-09,68
44.0,Canis Gold,2022-06-09,74
22.0,Potomac Early White,2022-06-09,53
44.0,Tara,2022-06-09,70
22.0,Potomac Early Orange,2022-06-09,49
44.0,Tara,2022-06-09,69
45.0,Mont Blanc,2022-06-09,68
46.0,Potomac Early White,2022-06-10,46
44.0,Tara,2022-06-10,69
22.0,Potomac Early Pink,2022-06-10,55
44.0,Tara,2022-06-10,70
44.0,Tara,2022-06-10,70
46.0,Potomac Early White,2022-06-10,46
2.0,Veronica,2022-06-10,65
22.0,Potomac Early Pink,2022-06-10,55
2.0,Candy Crush Mint,2022-06-10,59
22.0,Potomac Early Yellow,2022-06-10,52
44.0,Tara,2022-06-10,69
2.0,Alemani,2022-06-10,70
2.0,Veronica,2022-06-10,65
22.0,Potomac Early White,2022-06-10,48
22.0,Potomac Early Yellow,2022-06-10,52
49.0,Paintball Sunny,2022-06-10,73
2.0,Trissia,2022-06-10,66
44.0,Purple Monarch,2022-06-10,73
44.0,Tara,2022-06-10,70
22.0,Potomac Early Pink,2022-06-10,55
49.0,Paintball Sunny,2022-06-10,73
22.0,Potomac Early Pink,2022-06-10,55
49.0,Creme Brulee,2022-06-10,70
44.0,Chelsea,2022-06-10,75
44.0,Tara,2022-06-10,70
2.0,Candy Crush Purple,2022-06-10,68
2.0,Lucy,2022-06-10,59
22.0,Potomac Early White,2022-06-10,48
46.0,Potomac Early Yellow,2022-06-10,46
49.0,Paintball Sunny,2022-06-10,71
2.0,Pancras Dark,2022-06-10,61
2.0,Dotty Pink,2022-06-10,74
2.0,Candy Crush White,2022-06-10,65
2.0,Picante,2022-06-10,64
44.0,Purple Monarch,2022-06-10,73
46.0,Potomac Early White,2022-06-10,46
2.0,Trissia,2022-06-10,70
45.0,Katy,2022-06-10,56
46.0,Potomac Early White,2022-06-10,46
45.0,Dotty Pink,2022-06-10,69
44.0,Tara,2022-06-10,69
49.0,Alma,2022-06-10,67
49.0,Alma,2022-06-10,67
44.0,Chelsea,2022-06-10,75
44.0,Tara,2022-06-10,69
49.0,Paintball Sunny,2022-06-10,71
44.0,Chelsea,2022-06-10,75
2.0,Alemani,2022-06-10,70
49.0,Alma,2022-06-10,68
46.0,Potomac Early Yellow,2022-06-10,46
2.0,Molly Purple,2022-06-10,59
2.0,Oro,2022-06-10,63
44.0,Chelsea,2022-06-10,74
49.0,Aneto,2022-06-10,64
44.0,Chelsea,2022-06-10,73
2.0,Candy Crush White,2022-06-10,62
49.0,Mark Twain,2022-06-10,75
2.0,Candy Crush Yellow,2022-06-10,73
2.0,Skylie,2022-06-10,66
44.0,Purple Monarch,2022-06-10,73
2.0,Candy Crush Yellow,2022-06-10,70
2.0,Atlantis Orange,2022-06-10,71
2.0,Atlantis Orange,2022-06-10,70
2.0,Candy Crush Yellow,2022-06-10,70
44.0,Chelsea,2022-06-10,75
2.0,Skylie,2022-06-10,66
44.0,Tara,2022-06-10,70
49.0,Skylie,2022-06-11,66
49.0,Skylie,2022-06-11,66
44.0,Tara,2022-06-11,69
2.0,Candy Crush Purple,2022-06-11,64
44.0,Tara,2022-06-11,69
44.0,Tara,2022-06-11,69
44.0,Purple Monarch,2022-06-11,72
49.0,Vitamin C,2022-06-11,66
46.0,Potomac Early Yellow,2022-06-11,46
45.0,Paintball Sunny,2022-06-11,71
44.0,Purple Monarch,2022-06-11,72
49.0,Melrose,2022-06-11,66
49.0,Alma,2022-06-11,69
45.0,Paintball Sunny,2022-06-11,71
49.0,Uvita,2022-06-11,70
45.0,Paintball Sunny,2022-06-11,71
45.0,Atlantis Orange,2022-06-11,68
68.0,Tara,2022-06-11,65
49.0,Melrose,2022-06-11,65
44.0,Tara,2022-06-11,69
44.0,Tara,2022-06-11,69
49.0,Alma,2022-06-11,69
49.0,Skylie,2022-06-11,66
44.0,Tara,2022-06-11,69
45.0,Paintball Sunny,2022-06-11,70
44.0,Tara,2022-06-11,69
49.0,Champagne Yellow,2022-06-11,72
49.0,Colorado Springs,2022-06-11,66
45.0,Alma,2022-06-11,68
46.0,Potomac Crimson,2022-06-11,58
45.0,Alma,2022-06-11,68
44.0,Tara,2022-06-11,69
49.0,Uvita,2022-06-11,70
49.0,Colorado Springs,2022-06-11,65
68.0,Tara,2022-06-11,69
49.0,Chianti,2022-06-11,69
46.0,Potomac Early Yellow,2022-06-11,46
45.0,Airbrush,2022-06-11,66
46.0,Potomac Early Rosse,2022-06-11,53
49.0,Florange Dark,2022-06-11,67
68.0,Tara,2022-06-11,63
44.0,Tara,2022-06-11,69
49.0,Veronica Peach,2022-06-11,66
49.0,Aneto,2022-06-11,63
45.0,Airbrush Custard,2022-06-11,66
46.0,Potomac Crimson,2022-06-11,58
49.0,Felina,2022-06-11,72
68.0,Tara,2022-06-11,63
45.0,Mark Twain,2022-06-11,68
49.0,Champagne Yellow,2022-06-11,72
46.0,Potomac Early White,2022-06-13,44
46.0,Potomac Early White,2022-06-13,44
49.0,Painter,2022-06-13,70
24.0,Mont Blanc,2022-06-13,68
24.0,Whatsapp,2022-06-13,78
44.0,Chelsea,2022-06-13,77
24.0,Superb,2022-06-13,65
24.0,Delirock,2022-06-13,71
49.0,Can Can,2022-06-13,70
49.0,Can Can,2022-06-13,70
49.0,Can Can,2022-06-13,69
46.0,Potomac Early Orange,2022-06-13,43
45.0,Veronica,2022-06-13,64
44.0,Chelsea,2022-06-13,77
46.0,Potomac Early White,2022-06-13,46
45.0,Alma,2022-06-13,66
24.0,Brazuca,2022-06-13,71
49.0,Aquarel Pink,2022-06-13,56
46.0,Potomac Early White,2022-06-13,44
24.0,Sweet Dreams,2022-06-13,72
46.0,Potomac Early White,2022-06-13,46
24.0,Alemani,2022-06-13,71
45.0,Veronica,2022-06-13,64
24.0,Alemani,2022-06-13,71
24.0,Botani,2022-06-13,65
46.0,Potomac Early White,2022-06-13,44
46.0,Potomac Early White,2022-06-13,46
24.0,Colorado Springs,2022-06-13,67
24.0,Alemani,2022-06-13,71
24.0,Alemani,2022-06-13,74
49.0,Soleado,2022-06-13,61
24.0,Brazilian,2022-06-13,71
45.0,Veronica,2022-06-13,64
24.0,Delirock Pink,2022-06-13,71
44.0,Tara,2022-06-13,71
24.0,Melrose,2022-06-13,66
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,71
45.0,Skylie,2022-06-13,66
44.0,Tara,2022-06-13,68
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,68
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,71
44.0,Tara,2022-06-13,71
44.0,Tara,2022-06-13,68
24.0,Melrose,2022-06-13,65
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,70
44.0,Tara,2022-06-13,71
44.0,Tara,2022-06-13,70
46.0,Potomac Early White,2022-06-13,46
45.0,Veronica,2022-06-13,64
49.0,Felina,2022-06-13,72
46.0,Potomac Early White,2022-06-13,44
46.0,Potomac Early Orange,2022-06-13,43
24.0,Creme Brulee,2022-06-13,71
24.0,Paintball Sunny,2022-06-13,71
46.0,Potomac Early White,2022-06-13,46
49.0,Can Can,2022-06-13,72
49.0,Aneto,2022-06-13,68
49.0,Aneto,2022-06-13,68
46.0,Potomac Early White,2022-06-13,46
24.0,Zumba,2022-06-13,68
46.0,Potomac Early White,2022-06-13,44
24.0,Brazilian,2022-06-14,68
24.0,Champagne Yellow,2022-06-14,71
24.0,Champagne Yellow,2022-06-14,68
24.0,Champagne Yellow,2022-06-14,71
24.0,Candy Crush Yellow,2022-06-14,70
24.0,Candy Crush Yellow,2022-06-14,70
24.0,Brazuca,2022-06-14,70
24.0,Candy Crush Yellow,2022-06-14,70
24.0,Brazuca,2022-06-14,74
44.0,Chelsea,2022-06-14,76
45.0,Lucy,2022-06-14,58
44.0,Tara,2022-06-14,70
24.0,Brazilian,2022-06-14,70
44.0,Tara,2022-06-14,70
44.0,Tara,2022-06-14,70
24.0,Brazilian,2022-06-14,70
24.0,Alma,2022-06-14,66
24.0,Brazilian,2022-06-14,70
23.0,Potomac Early Rosse,2022-06-14,53
46.0,Potomac Early Pink,2022-06-14,48
44.0,Tara,2022-06-14,69
44.0,Tara,2022-06-14,70
44.0,Tara,2022-06-14,70
24.0,Whynot,2022-06-14,58
24.0,Delirock,2022-06-14,73
23.0,Potomac Crimson,2022-06-14,57
24.0,Alma,2022-06-14,67
24.0,Alma,2022-06-14,66
46.0,Potomac Early Pink,2022-06-14,48
44.0,Tara,2022-06-14,71
23.0,Potomac Crimson,2022-06-14,59
23.0,Potomac Early Rosse,2022-06-14,56
24.0,Colorado Springs,2022-06-14,67
24.0,Brazilian,2022-06-14,70
23.0,Potomac Early Rosse,2022-06-14,56
24.0,Candy Crush Purple,2022-06-14,66
2.0,Katy,2022-06-14,55
24.0,Maisy,2022-06-14,73
2.0,Lucy,2022-06-14,57
24.0,Candy Crush Red,2022-06-14,64
23.0,Potomac Crimson,2022-06-14,57
24.0,Paintball Sunny,2022-06-14,70
46.0,Potomac Early White,2022-06-14,45
23.0,Potomac Early Rosse,2022-06-14,53
24.0,Paintball Sunny,2022-06-14,70
46.0,Potomac Early Pink,2022-06-14,48
44.0,Tara,2022-06-14,69
24.0,Paintball Sunny,2022-06-14,70
44.0,Tara,2022-06-14,71
44.0,Purple Monarch,2022-06-14,76
45.0,Alma,2022-06-14,67
24.0,Alma,2022-06-14,66
44.0,Tara,2022-06-14,71
24.0,Zumba,2022-06-14,67
44.0,Tara,2022-06-14,71
24.0,Candy Crush Purple,2022-06-14,66
24.0,Paintball Sunny,2022-06-14,70
24.0,Alma,2022-06-14,66
46.0,Potomac Early White,2022-06-14,45
44.0,Tara,2022-06-14,71
23.0,Potomac Crimson,2022-06-14,59
24.0,Paintball Sunny,2022-06-14,70
24.0,Delirock Pink,2022-06-14,70
2.0,Molly Yellow,2022-06-14,59
24.0,Alma,2022-06-14,66
24.0,Candy Crush Red,2022-06-14,64
24.0,Paintball Sunny,2022-06-14,64
44.0,Tara,2022-06-14,71
46.0,Potomac Early Pink,2022-06-14,48
24.0,Paintball Sunny,2022-06-14,70
2.0,Veronica,2022-06-14,61
44.0,Tara,2022-06-14,71
46.0,Potomac Early White,2022-06-15,47
65.0,Tara,2022-06-15,69
44.0,Chelsea,2022-06-15,75
65.0,Tara,2022-06-15,69
44.0,Chelsea,2022-06-15,75
24.0,Atlantis Orange,2022-06-15,69
65.0,Tara,2022-06-15,69
46.0,Potomac Early Orange,2022-06-15,49
24.0,Atlantis Orange,2022-06-15,66
23.0,Potomac Crimson,2022-06-15,62
24.0,Brazilian,2022-06-15,69
24.0,Brazilian,2022-06-15,70
65.0,Tara,2022-06-15,69
65.0,Tara,2022-06-15,69
64.0,Felina,2022-06-15,68
65.0,Tara,2022-06-15,69
65.0,Tara,2022-06-15,69
64.0,Felina,2022-06-15,71
24.0,Can Can,2022-06-15,67
23.0,Potomac Crimson,2022-06-15,62
23.0,Potomac Early Rosse,2022-06-15,55
64.0,Brazilian,2022-06-15,71
64.0,Brazilian,2022-06-15,71
24.0,Superb,2022-06-15,63
64.0,Lucy,2022-06-15,59
23.0,Potomac Crimson,2022-06-15,58
65.0,Tara,2022-06-15,69
64.0,Felina,2022-06-15,69
65.0,Tara,2022-06-15,69
44.0,Tara,2022-06-15,70
46.0,Potomac Early Pink,2022-06-15,49
24.0,Can Can,2022-06-15,67
24.0,Can Can,2022-06-15,69
24.0,Whatsapp,2022-06-15,71
64.0,Dotty Pink,2022-06-15,72
44.0,Tara,2022-06-15,70
65.0,Tara,2022-06-15,69
24.0,Skylie,2022-06-15,64
45.0,Veronica,2022-06-15,64
46.0,Potomac Early Pink,2022-06-15,50
65.0,Tara,2022-06-15,71
64.0,Candy Crush White,2022-06-15,68
64.0,Dotty Orange,2022-06-15,71
45.0,Veronica,2022-06-15,57
44.0,Tara,2022-06-15,72
64.0,Champagne Yellow,2022-06-15,69
64.0,Candy Crush Mint,2022-06-15,61
24.0,9625,2022-06-15,66
44.0,Tara,2022-06-15,64
24.0,Alma,2022-06-15,70
44.0,Purple Monarch,2022-06-15,72
64.0,Brazuca,2022-06-15,73
44.0,Tara,2022-06-15,70
64.0,Maisy,2022-06-15,72
64.0,Maisy,2022-06-15,74
46.0,Potomac Early Orange,2022-06-15,47
64.0,Candy Crush Yellow,2022-06-15,68
46.0,Potomac Early White,2022-06-15,47
64.0,Candy Crush White,2022-06-15,69
24.0,9625,2022-06-15,66
24.0,Brazuca,2022-06-15,73
46.0,Potomac Early Pink,2022-06-15,50
64.0,Candy Crush Purple,2022-06-15,68
64.0,Candy Crush Purple,2022-06-15,68
44.0,Isabella,2022-06-15,77
44.0,Isabella,2022-06-15,72
23.0,Potomac Crimson,2022-06-15,58
65.0,Tara,2022-06-15,69
46.0,Potomac Early Pink,2022-06-15,49
46.0,Potomac Early Orange,2022-06-15,47
24.0,Skylie,2022-06-15,64
24.0,Skylie,2022-06-15,64
24.0,Skylie,2022-06-15,64
64.0,Alemani,2022-06-15,69
23.0,Potomac Early Rosse,2022-06-15,55
46.0,Potomac Early Orange,2022-06-15,49
64.0,Melrose,2022-06-15,66
64.0,Brazilian,2022-06-16,68
64.0,Shortcake,2022-06-16,67
46.0,Potomac Early Yellow,2022-06-16,46
61.0,Molly Purple,2022-06-16,63
61.0,Molly Purple,2022-06-16,62
64.0,Alma,2022-06-16,68
64.0,Alma,2022-06-16,68
46.0,Potomac Early Pink,2022-06-16,50
46.0,Potomac Early White,2022-06-16,46
64.0,Alma,2022-06-16,68
64.0,Valentino,2022-06-16,72
64.0,Alma,2022-06-16,67
64.0,Alma,2022-06-16,67
46.0,Potomac Early White,2022-06-16,46
64.0,Alma,2022-06-16,67
46.0,Potomac Early Pink,2022-06-16,50
64.0,Amethyst Dark,2022-06-16,68
46.0,Potomac Early White,2022-06-16,46
64.0,Maddox,2022-06-16,61
64.0,Brazilian,2022-06-16,70
44.0,Chelsea,2022-06-16,74
64.0,Trissia,2022-06-16,68
64.0,Soleado,2022-06-16,63
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
44.0,Chelsea,2022-06-16,74
64.0,Can Can,2022-06-16,70
64.0,Champagne Yellow,2022-06-16,72
64.0,Champagne Yellow,2022-06-16,70
64.0,Atlantis Orange,2022-06-16,67
46.0,Potomac Early Yellow,2022-06-16,46
64.0,Amethyst Dark,2022-06-16,68
64.0,Uvita,2022-06-16,72
61.0,Dotty Pink,2022-06-16,71
64.0,9625,2022-06-16,67
61.0,Candy Crush Yellow,2022-06-16,67
64.0,Veronica Peach,2022-06-16,76
64.0,Veronica Peach,2022-06-16,65
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,70
65.0,Tara,2022-06-16,68
61.0,Lucy,2022-06-16,56
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,68
46.0,Potomac Early Pink,2022-06-16,50
65.0,Tara,2022-06-16,68
61.0,Dotty Pink,2022-06-16,65
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,70
46.0,Potomac Early Pink,2022-06-16,50
65.0,Tara,2022-06-16,70
65.0,Tara,2022-06-16,70
64.0,9625,2022-06-16,67
65.0,Tara,2022-06-16,70
24.0,Candy Crush Red,2022-06-16,65
64.0,Atlantis Orange,2022-06-16,67
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early White,2022-06-16,46
46.0,Potomac Early Orange,2022-06-16,46
46.0,Potomac Early Yellow,2022-06-16,46
64.0,Uvita,2022-06-16,71
46.0,Potomac Early White,2022-06-16,46
64.0,Aneto,2022-06-16,67
64.0,Aneto,2022-06-16,67
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,68
65.0,Tara,2022-06-16,68
46.0,Potomac Early Orange,2022-06-16,46
65.0,Tara,2022-06-16,69
24.0,Felina,2022-06-17,70
24.0,Felina,2022-06-17,67
44.0,Purple Monarch,2022-06-17,74
64.0,Whatsapp,2022-06-17,70
64.0,Delirock,2022-06-17,71
49.0,Paintball Sunny,2022-06-17,73
23.0,Potomac Crimson,2022-06-17,59
23.0,Potomac Early Rosse,2022-06-17,53
65.0,Tara,2022-06-17,67
46.0,Potomac Early Yellow,2022-06-17,45
45.0,Superb,2022-06-17,59
65.0,Tara,2022-06-17,67
46.0,Potomac Early White,2022-06-17,45
46.0,Potomac Early Pink,2022-06-17,52
24.0,Brazilian,2022-06-17,69
64.0,Alemani,2022-06-17,67
23.0,Potomac Early Rosse,2022-06-17,53
65.0,Tara,2022-06-17,67
45.0,Candy Crush Mint,2022-06-17,59
46.0,Potomac Early Yellow,2022-06-17,45
46.0,Potomac Early Pink,2022-06-17,52
64.0,Can Can,2022-06-17,67
23.0,Potomac Crimson,2022-06-17,59
45.0,Katy,2022-06-17,57
64.0,Botani,2022-06-17,67
45.0,Lucy,2022-06-17,57
45.0,Lucy,2022-06-17,59
44.0,Chelsea,2022-06-17,74
44.0,Purple Monarch,2022-06-17,74
46.0,Potomac Early Yellow,2022-06-17,48
46.0,Potomac Early White,2022-06-17,52
44.0,Chelsea,2022-06-17,76
65.0,Tara,2022-06-17,67
64.0,Trissia,2022-06-17,67
64.0,Paintball Sunny,2022-06-17,73
46.0,Potomac Early Yellow,2022-06-17,48
65.0,Tara,2022-06-17,67
65.0,Tara,2022-06-17,67
65.0,Tara,2022-06-17,71
65.0,Tara,2022-06-17,70
64.0,Florange Dark,2022-06-17,66
64.0,Florange Dark,2022-06-17,66
64.0,Mark Twain,2022-06-17,73
65.0,Tara,2022-06-17,70
45.0,Candy Crush Purple,2022-06-17,60
65.0,Tara,2022-06-17,70
65.0,Tara,2022-06-17,70
64.0,Atlantis Orange,2022-06-17,66
65.0,Tara,2022-06-17,68
65.0,Tara,2022-06-17,68
65.0,Tara,2022-06-17,68
20.0,Alma,2022-06-17,68
64.0,Atlantis Orange,2022-06-17,67
49.0,Candy Crush Yellow,2022-06-17,73
49.0,Candy Crush Yellow,2022-06-17,71
64.0,Trissia,2022-06-17,67
64.0,Paintball Sunny,2022-06-17,69
49.0,Picante,2022-06-17,64
46.0,Potomac Early White,2022-06-17,45
64.0,Paintball Sunny,2022-06-17,70
64.0,Veronica,2022-06-17,66
45.0,Candy Crush White,2022-06-17,62
45.0,Candy Crush White,2022-06-17,60
49.0,Dotty Orange,2022-06-17,76
20.0,Alma,2022-06-17,68
46.0,Potomac Early White,2022-06-17,52
20.0,Alma,2022-06-17,68
49.0,Atlantis Orange,2022-06-18,69
44.0,Chelsea,2022-06-18,76
65.0,Tara,2022-06-18,71
65.0,Tara,2022-06-18,70
65.0,Tara,2022-06-18,66
65.0,Tara,2022-06-18,71
65.0,Tara,2022-06-18,70
49.0,Candy Crush Red,2022-06-18,68
65.0,Tara,2022-06-18,66
44.0,Purple Monarch,2022-06-18,73
49.0,Aneto,2022-06-18,65
65.0,Tara,2022-06-18,70
49.0,Maisy,2022-06-18,72
65.0,Tara,2022-06-18,66
49.0,Veronica,2022-06-18,60
64.0,Candy Crush Yellow,2022-06-18,68
49.0,Alma,2022-06-18,69
49.0,Alma,2022-06-18,67
65.0,Tara,2022-06-18,67
65.0,Tara,2022-06-18,66
49.0,Airbrush,2022-06-18,67
65.0,Tara,2022-06-18,66
49.0,Aneto,2022-06-18,65
